Ticker	EntryTime	ExitTime	EntryPrice	ExitPrice	Duration	Size	EntryBar	ExitBar	ReturnPct	PnL	caso	Tag
AMZN	2024-04-10 13:30:00+00:00	2024-04-11 18:30:00+00:00	182.76499938964844	189.2550048828125	1 days 05:00:00	63.0	1319.0	1331.0	0.03551011142635474	408.87034606933594	19	long
AMZN	2024-04-23 18:30:00+00:00	2024-04-25 14:30:00+00:00	179.5399932861328	171.5966033935547	1 days 20:00:00	-67.0	1387.0	1397.0	0.04424301097036776	532.2071228027344	20	short
AMZN	2024-05-20 13:30:00+00:00	2024-05-23 18:30:00+00:00	184.29200744628903	180.5599975585937	3 days 05:00:00	-68.0	1515.0	1541.0	0.020250524911032963	253.77667236328318	21	short
AMZN	2024-05-24 16:30:00+00:00	2024-05-31 17:30:00+00:00	181.9600067138672	174.97999572753906	7 days 01:00:00	-70.0	1546.0	1575.0	0.03836013810058947	488.60076904296875	22	short
AMZN	2024-06-11 15:30:00+00:00	2024-06-12 14:30:00+00:00	185.94000244140625	187.63999938964844	0 days 23:00:00	71.0	1622.0	1628.0	0.009142717682699253	120.69978332519531	23	long
AMZN	2024-06-13 15:30:00+00:00	2024-06-27 16:30:00+00:00	184.1199951171875	198.1699981689453	11 days 04:00:00	73.0	1636.0	1682.0	0.012220291438569397	164.25	24	long
AMZN	2024-06-24 19:30:00+00:00	2024-06-27 16:30:00+00:00	186.3699951171875	198.1699981689453	2 days 21:00:00	73.0	1682.0	1700.0	0.06331492923170434	861.4002227783203	25	long
AMZN	2024-06-28 19:30:00+00:00	2024-07-05 15:30:00+00:00	194.02999877929688	199.7749938964844	6 days 20:00:00	74.0	1710.0	1730.0	0.029608798398861325	425.1296386718771	26	long
AMZN	2024-07-08 17:30:00+00:00	2024-07-23 14:30:00+00:00	199.03700256347656	188.67999267578125	7 days 20:00:00	74.0	1739.0	1777.0	-0.01962950421451437	-289.1178283691406	27	long
AMZN	2024-07-16 13:30:00+00:00	2024-07-25 13:30:00+00:00	195.1300048828125	182.6100006103516	7 days 01:00:00	-74.0	1777.0	1813.0	0.03305494821724053	477.3009033203125	28	short
AMZN	2024-07-25 15:30:00+00:00	2024-08-05 13:30:00+00:00	181.8999938964844	155.81680297851562	10 days 22:00:00	-83.0	1828.0	1875.0	0.1433930279998371	2164.9048461914085	29	short
AMZN	2024-08-30 19:30:00+00:00	2024-09-06 19:30:00+00:00	177.5800018310547	172.34500122070312	7 days 00:00:00	-97.0	2014.0	2042.0	0.029479674267218536	507.79505920410156	30	short
AMZN	2024-09-11 14:30:00+00:00	2024-09-24 19:30:00+00:00	177.08999633789062	192.9604949951172	13 days 05:00:00	100.0	2058.0	2126.0	0.08961826746523505	1587.0498657226562	31	long
AMZN	2024-10-02 15:30:00+00:00	2024-10-07 18:30:00+00:00	186.0800018310547	181.1999969482422	5 days 03:00:00	-104.0	2164.0	2188.0	0.026225305432032053	507.5205078125	32	short
AMZN	2024-10-15 14:30:00+00:00	2024-10-22 17:30:00+00:00	186.4499969482422	189.759994506836	7 days 03:00:00	106.0	2226.0	2264.0	0.017752735922611285	350.8597412109435	33	long
AMZN	2024-10-29 13:30:00+00:00	2024-11-07 15:30:00+00:00	188.6199951171875	210.6999969482422	9 days 02:00:00	107.0	2295.0	2345.0	0.11706076981571667	2362.5601959228516	34	long
AMZN	2024-11-11 17:30:00+00:00	2024-11-13 20:30:00+00:00	206.25	213.1999969482422	2 days 03:00:00	109.0	2361.0	2378.0	0.03369695490056812	757.5496673583984	35	long
AMZN	2024-11-15 18:30:00+00:00	2024-12-16 20:30:00+00:00	201.5599975585937	232.8699951171875	5 days 02:00:00	115.0	2390.0	2413.0	0.0006449934728480766	14.950561523444037	36	long
AMZN	2024-11-20 20:30:00+00:00	2024-11-22 20:30:00+00:00	201.69000244140625	197.3600006103516	2 days 00:00:00	-115.0	2413.0	2427.0	0.021468599229714336	497.95021057128577	37	short
AMZN	2025-01-14 14:30:00+00:00	2025-01-14 19:30:00+00:00	221.0399932861328	219.1600036621093	0 days 05:00:00	-107.0	2644.0	2649.0	0.008505201235642024	201.15888977051694	38	short
AMZN	2025-01-27 15:30:00+00:00	2025-01-28 16:30:00+00:00	232.009994506836	239.8800048828125	1 days 01:00:00	103.0	2701.0	2709.0	0.03392099720835362	810.61106872558	39	long
AMZN	2025-01-30 15:30:00+00:00	2025-02-04 15:30:00+00:00	235.3600006103516	241.4364013671875	5 days 00:00:00	105.0	2722.0	2743.0	0.025817474256790263	638.0220794677705	40	long
AMZN	2025-02-05 15:30:00+00:00	2025-02-26 16:30:00+00:00	237.3000030517578	216.8699951171875	5 days 04:00:00	107.0	2750.0	2775.0	-0.01799411806804574	-456.8904571533203	41	long
AMZN	2025-02-10 19:30:00+00:00	2025-02-25 15:30:00+00:00	233.02999877929688	207.1150054931641	14 days 20:00:00	-107.0	2775.0	2841.0	0.11120882900006757	2772.9042816162078	42	short
AMZN	2025-02-26 16:30:00+00:00	2025-03-04 14:30:00+00:00	216.8699951171875	200.1100006103516	5 days 22:00:00	-128.0	2849.0	2875.0	0.07728129701750353	2145.2792968749964	43	short
AMZN	2025-03-05 19:30:00+00:00	2025-03-10 17:30:00+00:00	208.6600036621093	193.1600036621093	4 days 22:00:00	-143.0	2887.0	2907.0	0.07428352213153278	2216.5	44	short
AMZN	2025-03-12 15:30:00+00:00	2025-03-18 13:30:00+00:00	196.82000732421875	192.5200042724609	5 days 22:00:00	-163.0	2919.0	2945.0	0.02184738792674923	700.9004974365281	45	short
AMZN	2025-03-26 18:30:00+00:00	2025-04-02 16:30:00+00:00	201.07000732421875	195.7899932861328	5 days 21:00:00	163.0	2992.0	3017.0	-0.04386535536350178	-1437.6611938476562	46	long
AMZN	2025-04-01 15:30:00+00:00	2025-04-07 14:30:00+00:00	192.25	173.20010375976562	1 days 01:00:00	-163.0	3017.0	3025.0	-0.018413489134631034	-577.0189056396484	47	short
AMZN	2025-04-08 13:30:00+00:00	2025-04-21 16:30:00+00:00	185.22999572753903	166.51499938964844	13 days 03:00:00	-166.0	3050.0	3109.0	0.10103653171497728	3106.689392089839	48	short
AMZN	2025-04-23 13:30:00+00:00	2025-04-30 15:30:00+00:00	183.44000244140625	181.75	7 days 02:00:00	-185.0	3120.0	3157.0	0.009212834817455162	312.65045166015625	49	short
AMZN	2025-06-25 13:30:00+00:00	2025-07-02 08:00:00+00:00	214.6150054931641	220.46	6 days 02:00:00	-159.0	3421.0	3451.0	-0.02378676046350181	-811.6943206787064	50	short
AMZN	2025-07-01 15:30:00+00:00	2025-07-02 08:00:00+00:00	219.72000122070312	220.46	0 days 16:30:00	152.0	3451.0	3460.0	0.0033679172364176058	112.47981445312621	51	long
APP	2023-09-14 14:30:00+00:00	2023-09-25 13:30:00+00:00	42.02439880371094	37.34999847412109	10 days 23:00:00						1	short
APP	2023-09-19 16:30:00+00:00	2023-10-02 14:30:00+00:00	39.36000061035156	40.34999847412109	12 days 22:00:00						2	long
APP	2023-10-05 14:30:00+00:00	2023-10-10 13:30:00+00:00	39.65999984741211	41.5	4 days 23:00:00	252.0	428.0	448.0	0.046394356017829264	463.68003845214844	3	long
APP	2023-10-05 14:30:00+00:00	2023-10-10 13:30:00+00:00	39.65999984741211	41.5	4 days 23:00:00	252.0	428.0	448.0	0.046394356017829264	463.68003845214844	4	long
APP	2023-10-16 13:30:00+00:00	2023-10-20 14:30:00+00:00	38.71500015258789	37.7134017944336	4 days 01:00:00	-270.0	476.0	505.0	0.02587106687864338	270.4315567016582	5	short
APP	2023-10-24 13:30:00+00:00	2023-10-26 13:30:00+00:00	38.18000030517578	36.400001525878906	2 days 00:00:00	-281.0	518.0	532.0	0.0466212353344474	500.1796569824219	6	short
APP	2023-10-27 14:30:00+00:00	2023-11-09 14:30:00+00:00	36.380001068115234	45.10499954223633	10 days 01:00:00	-308.0	540.0	582.0	-0.07407915381251096	-830.0599060058594	7	short
APP	2023-11-06 15:30:00+00:00	2023-11-10 19:30:00+00:00	39.07500076293945	43.69499969482422	2 days 23:00:00	266.0	582.0	602.0	0.15431858378915253	1603.9796752929688	8	long
APP	2023-11-13 20:30:00+00:00	2023-11-27 16:30:00+00:00	41.59000015258789	39.70500183105469	6 days 21:00:00	288.0	622.0	654.0	-0.049531170130636015	-593.2803955078105	9	long
APP	2023-11-20 17:30:00+00:00	2023-12-12 15:30:00+00:00	39.52999877929688	36.0	6 days 23:00:00	-288.0	654.0	677.0	-0.004427094792865516	-50.400878906247954	10	short
APP	2024-01-08 20:30:00+00:00	2024-01-17 14:30:00+00:00	38.93999862670898	40.56999969482422	8 days 18:00:00	-291.0	877.0	913.0	-0.04185929957884538	-474.33031082153525	11	short
APP	2024-01-17 14:30:00+00:00	2024-01-23 20:30:00+00:00	40.56999969482422	44.709999084472656	6 days 06:00:00	268.0	913.0	947.0	0.10204583240794562	1109.5198364257812	12	long
APP	2024-01-24 20:30:00+00:00	2024-01-29 20:30:00+00:00	43.47999954223633	46.26499938964844	5 days 00:00:00	275.0	954.0	975.0	0.06405243506745606	765.8749580383301	13	long
APP	2024-01-31 14:30:00+00:00	2024-02-12 14:30:00+00:00	41.79999923706055	46.68000030517578	5 days 01:00:00	305.0	983.0	1005.0	0.0703062407992101	896.3342475891113	14	long
APP	2024-02-05 15:30:00+00:00	2024-02-12 14:30:00+00:00	44.738800048828125	46.68000030517578	6 days 23:00:00	305.0	1005.0	1039.0	0.04338963615986624	592.0660781860352	15	long
APP	2024-02-13 20:30:00+00:00	2024-02-16 16:30:00+00:00	46.040000915527344	60.130001068115234	2 days 20:00:00	309.0	1052.0	1069.0	0.30603822485667953	4353.810047149658	16	long
APP	2024-04-23 13:30:00+00:00	2024-05-01 19:30:00+00:00	68.86000061035156	70.79000091552734	8 days 06:00:00	-270.0	1382.0	1430.0	-0.028027886843870364	-521.1000823974609	17	short
APP	2024-05-08 16:30:00+00:00	2024-05-09 14:30:00+00:00	74.81999969482422	86.61910247802734	0 days 22:00:00	241.0	1462.0	1467.0	0.15769985072613335	2843.583770751953	18	long
APP	2024-05-28 15:30:00+00:00	2024-05-31 13:30:00+00:00	85.1500015258789	82.98999786376953	1 days 23:00:00	-245.0	1552.0	1565.0	0.01820320638851347	379.75074768066406	19	short
APP	2024-05-30 14:30:00+00:00	2024-06-05 16:30:00+00:00	83.5999984741211	83.91999816894531	0 days 23:00:00	254.0	1565.0	1571.0	-0.007296658151738966	-154.94015502929688	20	long
APP	2024-06-26 18:30:00+00:00	2024-07-05 13:30:00+00:00	80.30999755859375	87.65070343017578	8 days 19:00:00	263.0	1695.0	1728.0	0.09140463323045545	1930.6056442260742	21	long
